num,player,season,time,reb,ast,ste,blo,tov,ppg,win,lose,win_rate,
1,A.C. Green,2000.000000,17.200000,3.800000,0.500000,0.400000,0.100000,0.500000,4.500000,50.000000,32.000000,0.609756,
2,A.C. Green,1999.000000,23.500000,5.900000,1.000000,0.600000,0.200000,0.600000,5.000000,67.000000,15.000000,0.817073,
3,A.C. Green,1998.000000,18.500000,4.600000,0.500000,0.600000,0.200000,0.400000,4.900000,19.000000,31.000000,0.380000,
4,A.C. Green,1997.000000,32.300000,8.100000,1.500000,1.000000,0.300000,0.800000,7.300000,20.000000,62.000000,0.243902,
5,A.C. Green,1996.000000,30.000000,7.900000,0.800000,0.800000,0.200000,0.900000,7.200000,23.000000,60.000000,0.277108,
6,A.C. Green,1996.000000,34.700000,9.300000,0.900000,0.900000,0.300000,1.000000,7.900000,15.000000,41.000000,0.267857,
7,A.C. Green,1996.000000,20.300000,5.100000,0.600000,0.700000,0.000000,0.700000,5.700000,8.000000,19.000000,0.296296,
8,A.C. Green,1995.000000,25.800000,6.800000,0.900000,0.500000,0.300000,1.000000,7.500000,41.000000,41.000000,0.500000,
9,A.C. Green,1994.000000,32.800000,8.200000,1.500000,0.700000,0.400000,1.400000,11.200000,59.000000,23.000000,0.719512,
10,A.C. Green,1993.000000,34.500000,9.200000,1.700000,0.900000,0.500000,1.200000,14.700000,56.000000,26.000000,0.682927,
11,A.C. Green,1992.000000,34.400000,8.700000,1.400000,1.100000,0.500000,1.400000,12.800000,39.000000,43.000000,0.475610,
12,A.C. Green,1991.000000,35.400000,9.300000,1.400000,1.100000,0.400000,1.400000,13.600000,43.000000,39.000000,0.524390,
13,A.C. Green,1990.000000,26.400000,6.300000,0.900000,0.700000,0.300000,1.200000,9.100000,58.000000,24.000000,0.707317,
14,A.C. Green,1989.000000,33.000000,8.700000,1.100000,0.800000,0.600000,1.400000,12.900000,63.000000,19.000000,0.768293,
15,A.C. Green,1988.000000,30.600000,9.000000,1.300000,1.100000,0.700000,1.500000,13.300000,57.000000,25.000000,0.695122,
16,A.C. Green,1987.000000,32.100000,8.700000,1.100000,1.100000,0.500000,1.500000,11.400000,62.000000,20.000000,0.756098,
17,A.C. Green,1986.000000,28.400000,7.800000,1.100000,0.900000,1.000000,1.300000,10.800000,63.000000,16.000000,0.797468,
18,A.C. Green,1985.000000,18.800000,4.600000,0.700000,0.600000,0.600000,1.200000,6.400000,62.000000,20.000000,0.756098,
19,A.J. Brahm Wright,1999.000000,7.600000,2.800000,0.000000,0.100000,0.000000,0.400000,1.000000,3.000000,5.000000,0.375000,
20,A.J. English,1991.000000,20.600000,2.100000,1.800000,0.400000,0.100000,1.100000,10.900000,25.000000,56.000000,0.308642,
21,A.J. English,1990.000000,20.600000,2.100000,2.500000,0.400000,0.200000,1.600000,8.800000,24.000000,46.000000,0.342857,
22,Guyston A.J.,2002.000000,4.500000,0.000000,1.000000,0.500000,0.000000,0.500000,0.000000,1.000000,1.000000,0.500000,
23,Guyston A.J.,2001.000000,13.500000,1.000000,1.800000,0.200000,0.200000,0.800000,5.400000,10.000000,35.000000,0.222222,
24,Guyston A.J.,2000.000000,19.100000,1.100000,1.900000,0.300000,0.200000,0.700000,6.000000,6.000000,27.000000,0.181818,
25,A.J. Preiss,2014.000000,12.500000,1.200000,1.800000,0.300000,0.000000,0.500000,5.100000,11.000000,15.000000,0.423077,
26,A.J. Preiss,2014.000000,8.800000,0.600000,1.200000,0.000000,0.000000,0.200000,1.200000,2.000000,3.000000,0.400000,
27,A.J. Preiss,2014.000000,8.000000,1.400000,1.200000,0.300000,0.000000,0.300000,2.000000,4.000000,7.000000,0.363636,
28,A.J. Preiss,2014.000000,19.300000,1.400000,2.700000,0.400000,0.000000,1.000000,10.500000,5.000000,5.000000,0.500000,
29,A.J. Preiss,2013.000000,3.500000,0.400000,0.500000,0.000000,0.000000,0.300000,1.600000,15.000000,13.000000,0.535714,
30,A.J. Preiss,2012.000000,22.400000,2.000000,3.600000,0.600000,0.100000,1.100000,7.700000,21.000000,36.000000,0.368421,
31,A.J. Preiss,2011.000000,12.900000,1.400000,2.000000,0.500000,0.000000,0.700000,3.900000,27.000000,17.000000,0.613636,
32,A.J. Preiss,2010.000000,16.000000,1.400000,2.200000,0.600000,0.000000,1.100000,6.500000,22.000000,28.000000,0.440000,
33,A.J. Preiss,2009.000000,15.400000,1.600000,1.900000,0.600000,0.100000,1.100000,7.300000,23.000000,33.000000,0.410714,
34,A.J. Wan,1990.000000,6.500000,0.500000,1.300000,0.200000,0.000000,0.700000,2.000000,3.000000,3.000000,0.500000,
35,A.W. Holt,1970.000000,2.300000,0.700000,0.000000,0.300000,0.050000,0.850000,0.700000,19.500000,16.000000,0.549296,
36,Aaron Brooks,2016.000000,13.800000,1.100000,1.900000,0.400000,0.100000,1.000000,5.000000,36.000000,29.000000,0.553846,
37,Aaron Brooks,2015.000000,16.100000,1.500000,2.600000,0.400000,0.100000,1.200000,7.100000,36.000000,33.000000,0.521739,
38,Aaron Brooks,2014.000000,23.000000,2.000000,3.200000,0.700000,0.200000,1.900000,11.600000,50.000000,32.000000,0.609756,
39,Aaron Brooks,2013.000000,21.600000,1.900000,3.200000,0.700000,0.200000,1.600000,9.000000,42.000000,30.000000,0.583333,
40,Aaron Brooks,2013.000000,29.000000,2.700000,5.200000,0.900000,0.200000,2.300000,11.900000,11.000000,18.000000,0.379310,
41,Aaron Brooks,2013.000000,16.600000,1.400000,1.900000,0.600000,0.100000,1.200000,7.000000,31.000000,12.000000,0.720930,
42,Aaron Brooks,2012.000000,18.800000,1.500000,2.200000,0.600000,0.200000,1.300000,7.100000,20.000000,33.000000,0.377358,
43,Aaron Brooks,2012.000000,4.900000,0.300000,0.800000,0.100000,0.400000,0.500000,1.300000,6.000000,2.000000,0.750000,
44,Aaron Brooks,2012.000000,20.900000,1.700000,2.300000,0.600000,0.200000,1.400000,8.000000,15.000000,31.000000,0.326087,
45,Aaron Brooks,2010.000000,21.800000,1.300000,3.900000,0.600000,0.100000,1.700000,10.700000,26.000000,33.000000,0.440678,
46,Aaron Brooks,2010.000000,18.900000,1.100000,4.200000,0.500000,0.000000,1.800000,9.600000,10.000000,15.000000,0.400000,
47,Aaron Brooks,2010.000000,23.900000,1.500000,3.800000,0.600000,0.100000,1.600000,11.600000,16.000000,18.000000,0.470588,
48,Aaron Brooks,2009.000000,35.600000,2.600000,5.300000,0.800000,0.200000,2.800000,19.600000,42.000000,40.000000,0.512195,
49,Aaron Brooks,2008.000000,25.000000,2.000000,3.000000,0.600000,0.100000,1.600000,11.200000,52.000000,28.000000,0.650000,
50,Aaron Brooks,2007.000000,11.900000,1.100000,1.700000,0.300000,0.100000,0.900000,5.200000,36.000000,15.000000,0.705882,
51,Aaron Gordon,2016.000000,28.800000,5.100000,1.900000,0.800000,0.500000,1.100000,12.700000,29.000000,51.000000,0.362500,
52,Aaron Gordon,2015.000000,23.900000,6.500000,1.600000,0.800000,0.700000,0.800000,9.200000,32.000000,46.000000,0.410256,
53,Aaron Gordon,2014.000000,17.000000,3.600000,0.700000,0.400000,0.500000,0.800000,5.200000,14.000000,33.000000,0.297872,
54,Aaron Gray,2013.000000,9.400000,3.000000,0.600000,0.300000,0.200000,0.800000,1.800000,12.000000,25.000000,0.324324,
55,Aaron Gray,2013.000000,10.000000,3.100000,0.600000,0.300000,0.200000,0.800000,1.800000,10.000000,23.000000,0.303030,
56,Aaron Gray,2013.000000,4.800000,2.000000,0.800000,0.000000,0.000000,1.000000,1.300000,2.000000,2.000000,0.500000,
57,Aaron Gray,2012.000000,12.300000,3.200000,0.800000,0.200000,0.100000,0.900000,2.800000,14.000000,28.000000,0.333333,
58,Aaron Gray,2011.000000,16.600000,5.700000,0.600000,0.400000,0.300000,1.000000,3.900000,17.000000,32.000000,0.346939,
59,Aaron Gray,2010.000000,13.000000,4.200000,0.400000,0.300000,0.300000,0.800000,3.100000,21.000000,20.000000,0.512195,
60,Aaron Gray,2009.000000,9.700000,3.300000,0.700000,0.300000,0.300000,0.600000,3.300000,11.000000,21.000000,0.343750,
61,Aaron Gray,2009.000000,10.900000,3.800000,0.800000,0.400000,0.500000,0.700000,3.600000,9.000000,15.000000,0.375000,
62,Aaron Gray,2009.000000,6.300000,2.000000,0.300000,0.000000,0.000000,0.100000,2.300000,2.000000,6.000000,0.250000,
63,Aaron Gray,2008.000000,12.800000,3.900000,0.800000,0.300000,0.300000,0.700000,3.500000,26.000000,30.000000,0.464286,
64,Aaron Gray,2007.000000,10.000000,2.800000,0.700000,0.300000,0.300000,0.900000,4.300000,23.000000,38.000000,0.377049,
65,Aaron Harrison,2016.000000,3.200000,0.600000,0.600000,0.000000,0.000000,0.000000,0.200000,2.000000,3.000000,0.400000,
66,Aaron Harrison,2015.000000,4.600000,0.700000,0.100000,0.300000,0.000000,0.200000,0.900000,15.000000,6.000000,0.714286,
67,Aaron James,1978.000000,19.400000,3.400000,1.100000,0.400000,0.300000,1.500000,10.000000,9.500000,6.000000,0.612903,
68,Aaron James,1977.000000,26.500000,5.300000,1.400000,0.500000,0.300000,1.600000,12.200000,9.500000,6.000000,0.612903,
69,Aaron James,1976.000000,20.400000,3.600000,1.100000,0.400000,0.100000,1.200000,10.900000,9.500000,6.000000,0.612903,
70,Aaron James,1975.000000,17.900000,3.300000,0.800000,0.400000,0.100000,1.200000,9.000000,9.500000,6.000000,0.612903,
71,Aaron James,1974.000000,22.800000,4.800000,0.900000,0.500000,0.200000,1.200000,11.700000,9.500000,6.000000,0.612903,
72,Aaron Maggie,2006.000000,13.100000,1.800000,1.300000,0.400000,0.000000,0.800000,2.200000,4.000000,6.000000,0.400000,
73,Aaron Maggie,2005.000000,8.600000,1.400000,0.800000,0.400000,0.000000,0.100000,0.500000,9.000000,5.000000,0.642857,
74,Aaron Maggie,2004.000000,16.400000,2.500000,1.500000,0.700000,0.300000,0.500000,2.200000,35.000000,33.000000,0.514706,
75,Aaron Maggie,2003.000000,28.200000,3.400000,2.600000,1.100000,0.300000,1.400000,9.200000,30.000000,45.000000,0.400000,
76,Aaron Maggie,2002.000000,29.700000,4.400000,3.500000,1.600000,0.100000,1.400000,9.000000,47.000000,33.000000,0.587500,
77,Aaron Maggie,2001.000000,30.600000,4.000000,3.700000,1.200000,0.300000,1.900000,12.200000,26.000000,22.000000,0.541667,
78,Aaron Maggie,2000.000000,31.500000,4.100000,5.000000,1.400000,0.100000,2.700000,11.600000,51.000000,25.000000,0.671053,
79,Aaron Maggie,1999.000000,23.800000,3.000000,2.900000,1.300000,0.200000,1.400000,8.000000,49.000000,33.000000,0.597561,
80,Aaron Maggie,1998.000000,19.200000,2.800000,2.000000,1.300000,0.100000,1.100000,4.800000,28.000000,22.000000,0.560000,
81,Aaron Maggie,1997.000000,22.400000,2.900000,2.200000,1.200000,0.200000,0.900000,4.100000,34.000000,47.000000,0.419753,
82,Aaron Maggie,1997.000000,23.500000,2.900000,2.400000,1.400000,0.200000,0.900000,3.900000,24.000000,33.000000,0.421053,
83,Aaron Maggie,1997.000000,19.700000,2.800000,1.600000,1.000000,0.000000,1.000000,4.500000,10.000000,14.000000,0.416667,
84,Aaron Maggie,1996.000000,19.600000,2.700000,1.900000,0.900000,0.300000,1.100000,5.200000,48.000000,35.000000,0.578313,
85,Aaron Maggie,1996.000000,20.200000,3.000000,1.800000,1.000000,0.200000,1.000000,6.300000,25.000000,17.000000,0.595238,
86,Aaron Maggie,1996.000000,18.900000,2.300000,2.000000,0.800000,0.400000,1.200000,4.100000,23.000000,18.000000,0.560976,
87,Aaron Maggie,1995.000000,27.900000,3.800000,2.500000,1.100000,0.300000,1.700000,10.700000,44.000000,37.000000,0.543210,
88,Aaron Maggie,1994.000000,18.400000,2.900000,2.000000,0.800000,0.400000,0.900000,6.500000,22.000000,23.000000,0.488889,
89,Aaron Myers,2005.000000,6.200000,0.700000,1.300000,0.200000,0.100000,0.600000,0.800000,13.000000,6.000000,0.684211,
90,Aaron Svensson,1994.000000,5.700000,0.900000,0.300000,0.100000,0.000000,0.600000,2.700000,7.000000,2.000000,0.777778,
91,Aaron Williams,2007.000000,9.900000,2.000000,0.300000,0.400000,0.500000,0.400000,2.300000,9.000000,21.000000,0.300000,
92,Aaron Williams,2006.000000,9.800000,2.200000,0.200000,0.200000,0.400000,0.500000,2.000000,15.000000,23.000000,0.394737,
93,Aaron Williams,2005.000000,16.800000,3.900000,0.400000,0.400000,0.400000,0.600000,4.700000,20.000000,27.000000,0.425532,
94,Aaron Williams,2005.000000,20.400000,4.900000,0.500000,0.400000,0.500000,0.700000,5.800000,16.000000,18.000000,0.470588,
95,Aaron Williams,2005.000000,7.600000,1.200000,0.100000,0.300000,0.200000,0.400000,1.900000,4.000000,9.000000,0.307692,
96,Aaron Williams,2004.000000,7.500000,1.400000,0.200000,0.100000,0.200000,0.400000,1.700000,13.000000,29.000000,0.309524,
97,Aaron Williams,2004.000000,7.200000,1.300000,0.100000,0.000000,0.100000,0.300000,1.600000,7.000000,16.000000,0.304348,
98,Aaron Williams,2004.000000,7.900000,1.600000,0.300000,0.200000,0.300000,0.600000,1.900000,6.000000,13.000000,0.315789,
99,Aaron Williams,2003.000000,18.600000,4.100000,1.100000,0.500000,0.600000,1.200000,6.300000,39.000000,33.000000,0.541667,
100,Aaron Williams,2002.000000,19.700000,4.100000,1.100000,0.300000,0.700000,1.000000,6.200000,49.000000,32.000000,0.604938,
101,Aaron Williams,2001.000000,18.900000,4.100000,0.900000,0.400000,0.900000,1.000000,7.200000,52.000000,30.000000,0.634146,
102,Aaron Williams,2000.000000,28.500000,7.200000,1.100000,0.700000,1.400000,1.600000,10.200000,26.000000,56.000000,0.317073,
103,Aaron Williams,1999.000000,19.100000,5.000000,0.700000,0.500000,1.100000,1.000000,7.600000,29.000000,52.000000,0.358025,
104,Aaron Williams,1998.000000,11.500000,3.200000,0.600000,0.400000,0.600000,0.800000,4.000000,19.000000,21.000000,0.475000,
105,Aaron Williams,1997.000000,11.600000,2.300000,0.200000,0.300000,0.600000,0.800000,4.600000,49.000000,16.000000,0.753846,
106,Aaron Williams,1996.000000,17.100000,4.300000,0.500000,0.500000,0.900000,1.000000,6.200000,4.000000,29.000000,0.121212,
107,Aaron Williams,1996.000000,17.300000,4.300000,0.500000,0.500000,0.800000,0.900000,6.200000,4.000000,28.000000,0.125000,
108,Aaron Williams,1996.000000,10.000000,5.000000,0.000000,0.000000,3.000000,4.000000,6.000000,0.000000,1.000000,0.000000,
109,Aaron Williams,1994.000000,4.800000,1.300000,0.000000,0.100000,0.400000,0.500000,1.600000,4.000000,11.000000,0.266667,
110,Aaron Williams,1993.000000,2.000000,0.500000,0.200000,0.000000,0.000000,0.200000,0.700000,4.000000,2.000000,0.666667,
111,Abdul Gillani,1980.000000,16.800000,3.500000,1.000000,0.700000,0.500000,1.300000,8.400000,9.000000,17.500000,0.339623,
112,Abdul Gillani,1979.000000,16.700000,3.500000,1.200000,0.500000,0.500000,1.500000,9.600000,9.000000,17.500000,0.339623,
113,Aarthi Earl,1996.000000,10.600000,2.000000,0.400000,0.300000,0.600000,0.700000,4.000000,14.000000,33.000000,0.297872,
114,Aarthi Earl,1996.000000,4.800000,1.200000,0.200000,0.300000,0.100000,0.200000,2.900000,2.000000,7.000000,0.222222,
115,Aarthi Earl,1996.000000,12.000000,2.200000,0.500000,0.300000,0.700000,0.900000,4.300000,12.000000,26.000000,0.315789,
116,Aarthi Earl,1995.000000,15.600000,3.100000,0.600000,0.400000,0.900000,1.200000,7.500000,9.000000,33.000000,0.214286,
117,Aarthi Earl,1994.000000,6.900000,1.500000,0.100000,0.200000,0.300000,0.500000,2.200000,10.000000,20.000000,0.333333,
118,Aarthi Earl,1993.000000,15.500000,3.300000,0.200000,0.300000,0.700000,1.000000,5.500000,27.000000,47.000000,0.364865,
119,Acie Law,2010.000000,14.200000,1.200000,1.600000,0.600000,0.000000,0.800000,4.200000,20.000000,31.000000,0.392157,
120,Acie Law,2010.000000,15.800000,1.300000,1.800000,0.700000,0.000000,0.800000,5.100000,16.000000,24.000000,0.400000,
121,Acie Law,2010.000000,8.500000,1.000000,1.300000,0.400000,0.000000,0.900000,1.100000,4.000000,7.000000,0.363636,
122,Acie Law,2009.000000,9.000000,0.700000,1.000000,0.400000,0.000000,0.700000,4.300000,11.000000,15.000000,0.423077,
123,Acie Law,2009.000000,11.300000,1.200000,1.300000,0.300000,0.000000,1.000000,5.500000,3.000000,9.000000,0.250000,
124,Acie Law,2009.000000,3.700000,0.100000,0.300000,0.100000,0.100000,0.300000,1.800000,7.000000,2.000000,0.777778,
125,Acie Law,2009.000000,13.200000,0.400000,1.400000,1.200000,0.000000,0.400000,6.200000,1.000000,4.000000,0.200000,
126,Acie Law,2008.000000,10.200000,1.100000,1.600000,0.200000,0.100000,0.500000,2.900000,33.000000,22.000000,0.600000,
127,Acie Law,2007.000000,15.400000,1.000000,2.000000,0.500000,0.000000,1.000000,4.200000,25.000000,31.000000,0.446429,
128,Adam Harrington,2002.000000,5.800000,0.400000,0.600000,0.100000,0.100000,0.100000,1.600000,13.000000,6.000000,0.684211,
129,Adam Harrington,2002.000000,12.300000,1.000000,1.700000,0.200000,0.000000,0.000000,3.200000,1.000000,5.000000,0.166667,
130,Adam Harrington,2002.000000,2.800000,0.200000,0.200000,0.100000,0.100000,0.200000,0.800000,12.000000,1.000000,0.923077,
131,Adam Fischer,2000.000000,12.500000,3.100000,0.500000,0.400000,0.300000,0.600000,2.500000,14.000000,53.000000,0.208955,
132,Adam Fischer,1999.000000,9.700000,2.200000,0.500000,0.300000,0.200000,0.700000,2.200000,41.000000,21.000000,0.661290,
133,Adam Fischer,1998.000000,14.600000,3.200000,0.600000,0.400000,0.300000,0.800000,4.000000,32.000000,12.000000,0.727273,
134,Adam Fischer,1997.000000,25.600000,5.500000,1.100000,0.700000,0.300000,0.900000,7.800000,61.000000,19.000000,0.762500,
135,Adam Fischer,1996.000000,14.800000,3.500000,0.500000,0.500000,0.200000,0.700000,3.800000,48.000000,14.000000,0.774194,
136,Adam Fischer,1995.000000,20.800000,5.500000,0.800000,0.600000,0.500000,1.100000,6.100000,55.000000,27.000000,0.670732,
137,Adam Fischer,1994.000000,16.900000,4.400000,0.400000,0.500000,0.300000,0.800000,6.100000,57.000000,18.000000,0.760000,
138,Adam Fischer,1993.000000,12.100000,3.200000,0.500000,0.300000,0.100000,1.000000,4.300000,44.000000,19.000000,0.698413,
139,Adam Fischer,1992.000000,18.900000,5.300000,1.000000,0.700000,0.200000,1.200000,6.600000,43.000000,39.000000,0.524390,
140,Adam Morrison,2009.000000,7.800000,1.000000,0.600000,0.100000,0.100000,0.300000,2.400000,23.000000,8.000000,0.741935,
141,Adam Morrison,2008.000000,13.700000,1.500000,0.800000,0.200000,0.100000,0.600000,4.000000,23.000000,29.000000,0.442308,
142,Adam Morrison,2008.000000,5.500000,1.000000,0.400000,0.000000,0.000000,0.400000,1.300000,7.000000,1.000000,0.875000,
143,Adam Morrison,2008.000000,15.200000,1.600000,0.900000,0.200000,0.100000,0.700000,4.500000,16.000000,28.000000,0.363636,
144,Adam Morrison,2006.000000,29.800000,2.900000,2.100000,0.400000,0.100000,1.700000,11.800000,30.000000,48.000000,0.384615,
145,Adonal Foyel,2008.000000,6.200000,2.600000,0.100000,0.000000,0.800000,0.300000,1.700000,6.000000,4.000000,0.600000,
146,Adonal Foyel,2008.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,
147,Adonal Foyel,2008.000000,6.600000,2.900000,0.100000,0.000000,0.900000,0.300000,1.900000,6.000000,3.000000,0.666667,
148,Adonal Foyel,2007.000000,9.400000,2.500000,0.200000,0.200000,0.500000,0.400000,1.900000,52.000000,30.000000,0.634146,
149,Adonal Foyel,2006.000000,9.900000,2.600000,0.400000,0.200000,1.000000,0.500000,2.200000,19.000000,29.000000,0.395833,
150,Adonal Foyel,2005.000000,23.700000,5.500000,0.400000,0.600000,1.600000,1.000000,4.500000,32.000000,45.000000,0.415584,
151,Adonal Foyel,2004.000000,21.800000,5.500000,0.700000,0.300000,2.000000,0.700000,4.500000,31.000000,47.000000,0.397436,
152,Adonal Foyel,2003.000000,13.000000,3.800000,0.400000,0.100000,1.000000,0.500000,3.100000,21.000000,23.000000,0.477273,
153,Adonal Foyel,2002.000000,21.800000,6.000000,0.500000,0.500000,2.500000,0.900000,5.400000,38.000000,44.000000,0.463415,
154,Adonal Foyel,2001.000000,18.800000,4.900000,0.500000,0.500000,2.100000,1.000000,4.800000,19.000000,60.000000,0.240506,
155,Adonal Foyel,2000.000000,25.100000,7.000000,0.800000,0.500000,2.700000,1.400000,5.900000,8.000000,50.000000,0.137931,
156,Adonal Foyel,1999.000000,21.800000,5.600000,0.600000,0.300000,1.800000,0.900000,5.500000,16.000000,60.000000,0.210526,
157,Adonal Foyel,1998.000000,14.000000,4.400000,0.400000,0.300000,1.000000,0.700000,2.900000,16.000000,28.000000,0.363636,
158,Adonal Foyel,1997.000000,11.900000,3.300000,0.300000,0.200000,0.900000,0.900000,3.000000,9.000000,46.000000,0.163636,
159,Adonis Jordan,1998.000000,4.500000,0.000000,0.800000,0.800000,0.000000,0.500000,1.500000,2.000000,2.000000,0.500000,
160,Adonis Jordan,1993.000000,13.200000,1.000000,3.200000,0.000000,0.200000,1.000000,2.500000,3.000000,3.000000,0.500000,
161,Adonis Thomas,2013.000000,6.200000,0.500000,0.500000,0.000000,0.000000,0.200000,2.300000,2.000000,4.000000,0.333333,
162,Adonis Thomas,2013.000000,6.500000,0.000000,0.500000,0.000000,0.000000,0.500000,3.500000,1.000000,1.000000,0.500000,
163,Adonis Thomas,2013.000000,6.000000,0.800000,0.500000,0.000000,0.000000,0.000000,1.800000,1.000000,3.000000,0.250000,
164,Adrian Payne,2016.000000,7.400000,1.800000,0.400000,0.400000,0.400000,0.400000,3.500000,5.000000,13.000000,0.277778,
165,Adrian Payne,2015.000000,9.300000,2.100000,0.600000,0.300000,0.200000,0.700000,2.500000,18.000000,34.000000,0.346154,
166,Adrian Payne,2014.000000,23.200000,5.100000,0.900000,0.600000,0.300000,1.400000,6.700000,7.000000,25.000000,0.218750,
167,Adrian Payne,2014.000000,24.900000,5.400000,1.000000,0.600000,0.300000,1.500000,7.200000,5.000000,24.000000,0.172414,
168,Adrian Payne,2014.000000,6.700000,1.300000,0.000000,0.300000,0.000000,0.000000,1.700000,2.000000,1.000000,0.666667,
169,Adrian Blanche,1989.000000,8.300000,1.800000,0.400000,0.500000,0.000000,0.700000,5.900000,4.000000,7.000000,0.363636,
170,Adrian Blanche,1988.000000,12.100000,2.000000,0.900000,0.700000,0.000000,1.000000,7.400000,32.000000,35.000000,0.477612,
171,Adrian Blanche,1987.000000,15.400000,2.400000,0.800000,0.800000,0.600000,1.500000,6.700000,3.000000,17.000000,0.150000,
172,Adrian Blanche,1986.000000,6.800000,1.700000,0.500000,0.500000,0.100000,0.800000,4.300000,25.000000,7.000000,0.781250,
173,Adrian Caldwell,1997.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,
174,Adrian Caldwell,1996.000000,12.600000,3.700000,0.300000,0.400000,0.200000,0.600000,2.200000,12.000000,33.000000,0.266667,
175,Adrian Caldwell,1996.000000,13.500000,4.100000,0.300000,0.300000,0.300000,0.600000,2.700000,7.000000,20.000000,0.259259,
176,Adrian Caldwell,1996.000000,11.300000,3.100000,0.300000,0.400000,0.100000,0.700000,1.600000,5.000000,13.000000,0.277778,
177,Adrian Caldwell,1995.000000,6.400000,2.200000,0.100000,0.200000,0.100000,0.700000,2.200000,30.000000,21.000000,0.588235,
178,Adrian Caldwell,1994.000000,4.300000,1.400000,0.000000,0.100000,0.000000,0.100000,0.700000,6.000000,1.000000,0.857143,
179,Adrian Caldwell,1990.000000,8.200000,2.400000,0.200000,0.500000,0.200000,0.700000,1.800000,25.000000,17.000000,0.595238,
180,Adrian Caldwell,1989.000000,6.500000,2.100000,0.100000,0.200000,0.400000,0.600000,1.900000,27.000000,24.000000,0.529412,
181,Adrian Dantley,1990.000000,12.600000,1.300000,0.900000,0.500000,0.000000,0.600000,5.700000,5.000000,5.000000,0.500000,
182,Adrian Dantley,1989.000000,28.900000,3.800000,1.800000,0.400000,0.200000,1.700000,14.700000,24.000000,21.000000,0.533333,
183,Adrian Dantley,1988.000000,33.200000,4.300000,2.300000,0.600000,0.200000,2.200000,19.200000,41.000000,32.000000,0.561644,
184,Adrian Dantley,1988.000000,34.900000,4.900000,2.500000,0.600000,0.200000,2.600000,20.300000,11.000000,20.000000,0.354839,
185,Adrian Dantley,1988.000000,31.900000,3.900000,2.200000,0.500000,0.100000,1.900000,18.400000,30.000000,12.000000,0.714286,
186,Adrian Dantley,1987.000000,31.100000,3.300000,2.500000,0.600000,0.100000,2.000000,20.000000,44.000000,25.000000,0.637681,
187,Adrian Dantley,1986.000000,33.800000,4.100000,2.000000,0.800000,0.100000,2.200000,21.500000,51.000000,30.000000,0.629630,
188,Adrian Dantley,1985.000000,36.100000,5.200000,3.500000,0.800000,0.100000,3.000000,29.800000,38.000000,38.000000,0.500000,
189,Adrian Dantley,1984.000000,35.800000,5.900000,3.400000,1.000000,0.100000,3.100000,26.600000,24.000000,31.500000,0.432432,
190,Adrian Dantley,1983.000000,37.800000,5.700000,3.900000,0.800000,0.100000,3.300000,30.600000,24.000000,31.500000,0.432432,
191,Adrian Dantley,1982.000000,40.300000,6.400000,4.800000,0.900000,0.000000,3.700000,30.700000,24.000000,31.500000,0.432432,
192,Adrian Dantley,1981.000000,39.800000,6.300000,4.000000,1.200000,0.200000,3.700000,30.300000,24.000000,31.500000,0.432432,
193,Adrian Dantley,1980.000000,42.700000,6.400000,4.000000,1.400000,0.200000,3.500000,30.700000,24.000000,31.500000,0.432432,
194,Adrian Dantley,1979.000000,39.300000,7.600000,2.800000,1.400000,0.200000,3.400000,28.000000,24.000000,31.500000,0.432432,
195,Adrian Dantley,1978.000000,29.600000,5.700000,2.300000,1.100000,0.200000,2.600000,17.300000,24.000000,31.500000,0.432432,
196,Adrian Dantley,1977.000000,37.100000,7.800000,3.200000,1.500000,0.300000,2.900000,21.500000,24.000000,31.500000,0.432432,
197,Adrian Dantley,1977.000000,35.400000,7.200000,3.400000,1.300000,0.100000,2.900000,19.400000,24.000000,31.500000,0.432432,
198,Adrian Dantley,1977.000000,41.200000,9.400000,2.800000,2.100000,0.700000,2.900000,26.500000,24.000000,31.500000,0.432432,
199,Adrian Dantley,1976.000000,36.600000,7.600000,1.900000,1.200000,0.200000,1.750000,20.300000,24.000000,31.500000,0.432432,
200,Adrian Griffin,2007.000000,8.800000,1.700000,0.800000,0.500000,0.100000,0.600000,1.900000,10.000000,25.000000,0.285714,
201,Adrian Griffin,2007.000000,6.500000,1.700000,0.400000,0.400000,0.100000,0.400000,1.100000,2.000000,11.000000,0.153846,
202,Adrian Griffin,2007.000000,10.100000,1.700000,1.000000,0.500000,0.000000,0.700000,2.300000,8.000000,14.000000,0.363636,
203,Adrian Griffin,2006.000000,10.800000,2.000000,1.100000,0.600000,0.100000,0.700000,2.500000,32.000000,22.000000,0.592593,
204,Adrian Griffin,2005.000000,23.900000,4.400000,1.700000,1.000000,0.200000,0.800000,4.600000,40.000000,12.000000,0.769231,
205,Adrian Griffin,2004.000000,9.700000,2.100000,0.800000,0.600000,0.100000,0.400000,2.200000,38.000000,31.000000,0.550725,
206,Adrian Griffin,2003.000000,7.000000,1.000000,0.500000,0.400000,0.100000,0.200000,0.600000,13.000000,6.000000,0.684211,
207,Adrian Griffin,2002.000000,18.600000,3.600000,1.400000,1.000000,0.100000,0.600000,4.400000,56.000000,18.000000,0.756757,
